article,lvl2,main,up,location,href,meter_1,meter_2,pix_1,pix_2,name,in_rub,hronometraz,v_sutki,dney,anonce_code,anonce,money_rub_day,money_dol_day,sec_rub,sec_dol,area,diagonal,diag_in,pixels,diagonal_pixels,ppi,Pixel_Density,Plotn_Town,tchel_Town,km2_Town,scr_dol,Life_Time_Months,payback_Months,profit_Months,profit_Total,sum_1_m
Tobol'sk006,/tyumen-region/tobolsk,Rossija,Tjumenskaja oblast',Tobol'sk,/tyumen-region/tobolsk/melnikova-yubileynaya-bts-yevropa,3,6,576,288,Mel'nikova - Jubilejnaja (BTs "Evropa"),9653,20,200,7,53477215,Svetodiodnyj ekran,1379.0,21.79,0.345,0.005,18.0,6.71,264.1,165888.0,643.99,2.44,9216.0,416.61,99698,239.309,68159.25,694.44,104.27,590.18,317639.83,3786.62
Ufa004,/bashkortostan/ufa,Rossija,Bashkortostan,Ufa,/bashkortostan/ufa/rikharda-zorge-gorod-galle,5,4,256,192,Riharda Zorge - Gorod Galle,11831,10,228,7,53477215,Svetodiodnyj ekran,1690.14,26.7,0.741,0.012,20.0,6.4,252.09,49152.0,320.0,1.27,2457.6,1517.57,1062300,700,75732.5,694.44,94.55,599.9,404785.0,3786.62
Ufa005,/bashkortostan/ufa,Rossija,Bashkortostan,Ufa,/bashkortostan/ufa/gorod-galle-komsomolskaya,8,6,320,240,Gorod Galle - Komsomol'skaja,11831,10,228,7,53477215,Svetodiodnyj ekran,1690.14,26.7,0.741,0.012,48.0,10.0,393.7,76800.0,400.0,1.02,1600.0,1517.57,1062300,700,312000.0,694.44,389.51,304.93,-67750.0,6500.0
Ufa006,/bashkortostan/ufa,Rossija,Bashkortostan,Ufa,/bashkortostan/ufa/oktyabrya-79-gorsovet,6,4,384,256,Oktjabrja; 79 (Gorsovet),11831,10,228,7,53477215,Svetodiodnyj ekran,1690.14,26.7,0.741,0.012,24.0,7.21,283.9,98304.0,461.51,1.63,4096.0,1517.57,1062300,700,90879.0,694.44,113.46,580.99,374492.0,3786.62
Ufa007,/bashkortostan/ufa,Rossija,Bashkortostan,Ufa,/bashkortostan/ufa/lenina-5-1-teatr-opery-i-baleta,4,3,432,288,Lenina; 5/1 (Teatr opery i baleta),11831,10,228,7,53477215,Svetodiodnyj ekran,1690.14,26.7,0.741,0.012,12.0,5.0,196.85,124416.0,519.2,2.64,10368.0,1517.57,1062300,700,18600.0,694.44,23.22,671.22,519050.0,1550.0
Ufa008,/bashkortostan/ufa,Rossija,Bashkortostan,Ufa,/bashkortostan/ufa/ploshchad-dk-mashinostriteley,6,4,384,256,Ploschad' DK Mashinostritelej,11831,10,228,7,53477215,Svetodiodnyj ekran,1690.14,26.7,0.741,0.012,24.0,7.21,283.9,98304.0,461.51,1.63,4096.0,1517.57,1062300,700,90879.0,694.44,113.46,580.99,374492.0,3786.62
Ufa009,/bashkortostan/ufa,Rossija,Bashkortostan,Ufa,/bashkortostan/ufa/ayskaya-revolyutsionnaya,6,3,480,240,Ajskaja - Revoljutsionnaja,11831,10,228,7,53477215,Svetodiodnyj ekran,1690.14,26.7,0.741,0.012,18.0,6.71,264.1,115200.0,536.66,2.03,6400.0,1517.57,1062300,700,68159.25,694.44,85.09,609.35,419931.5,3786.62
Ufa010,/bashkortostan/ufa,Rossija,Bashkortostan,Ufa,/bashkortostan/ufa/kuvykina-perovskoy,6,3,480,240,Kuvykina - Perovskoj,11831,10,228,7,53477215,Svetodiodnyj ekran,1690.14,26.7,0.741,0.012,18.0,6.71,264.1,115200.0,536.66,2.03,6400.0,1517.57,1062300,700,68159.25,694.44,85.09,609.35,419931.5,3786.62
Ufa011,/bashkortostan/ufa,Rossija,Bashkortostan,Ufa,/bashkortostan/ufa/tramvaynaya-ufimskoye-shosse,9,7,288,192,Tramvajnaja - Ufimskoe shosse,11831,10,228,7,53477215,Svetodiodnyj ekran,1690.14,26.7,0.741,0.012,63.0,11.4,448.89,55296.0,346.13,0.77,877.71,1517.57,1062300,700,409500.0,694.44,511.24,183.21,-262750.0,6500.0
Ufa012,/bashkortostan/ufa,Rossija,Bashkortostan,Ufa,/bashkortostan/ufa/ploshchad-imeni-ordzhonikidze,4,3,384,288,Ploschad' imeni Ordzhonikidze,11831,10,228,7,53477215,Svetodiodnyj ekran,1690.14,26.7,0.741,0.012,12.0,5.0,196.85,110592.0,480.0,2.44,9216.0,1517.57,1062300,700,45439.5,694.44,56.73,637.72,465371.0,3786.62
Ufa013,/bashkortostan/ufa,Rossija,Bashkortostan,Ufa,/bashkortostan/ufa/marshala-zhukova-21-bikbaya,4,2,384,192,Marshala Zhukova; 21 - Bikbaja,27300,10,720,14,53477215,Svetodiodnyj ekran,1950.0,30.81,0.271,0.004,8.0,4.47,176.07,73728.0,429.33,2.44,9216.0,1517.57,1062300,700,30293.0,694.44,32.77,661.67,581289.0,3786.62
Ufa014,/bashkortostan/ufa,Rossija,Bashkortostan,Ufa,/bashkortostan/ufa/oktyabrya-132-3-kolskaya,4,2,384,192,Oktjabrja; 132/3 - Kol'skaja,27300,10,720,14,53477215,Svetodiodnyj ekran,1950.0,30.81,0.271,0.004,8.0,4.47,176.07,73728.0,429.33,2.44,9216.0,1517.57,1062300,700,30293.0,694.44,32.77,661.67,581289.0,3786.62
Ufa015,/bashkortostan/ufa,Rossija,Bashkortostan,Ufa,/bashkortostan/ufa/oktyabrya-50-let-sssr,4,2,384,192,Oktjabrja - 50 let SSSR,15197,10,720,14,53477215,Svetodiodnyj ekran,1085.5,17.15,0.151,0.002,8.0,4.47,176.07,73728.0,429.33,2.44,9216.0,1517.57,1062300,700,30293.0,694.44,58.88,635.57,296705.67,3786.62
Ufa017,/bashkortostan/ufa,Rossija,Bashkortostan,Ufa,/bashkortostan/ufa/50-letiya-oktyabrya-3-revolyutsionnaya,5,3,480,288,50-letija Oktjabrja; 3 - Revoljutsionnaja,36400,10,720,14,53477215,Svetodiodnyj ekran,2600.0,41.08,0.361,0.006,15.0,5.83,229.57,138240.0,559.77,2.44,9216.0,1517.57,1062300,700,56799.38,694.44,46.09,648.36,742234.58,3786.62
Ufa018,/bashkortostan/ufa,Rossija,Bashkortostan,Ufa,/bashkortostan/ufa/mendeleyeva-124-bakalinskaya,8,3,768,288,Mendeleeva; 124 - Bakalinskaja,27300,10,600,14,53477215,Svetodiodnyj ekran,1950.0,30.81,0.325,0.005,24.0,8.54,336.38,221184.0,820.22,2.44,9216.0,1517.57,1062300,700,90879.0,694.44,98.32,596.12,460117.0,3786.62
Ufa021,/bashkortostan/ufa,Rossija,Bashkortostan,Ufa,/bashkortostan/ufa/50-letiya-oktyabrya-34,4,2,384,192,50-letija Oktjabrja; 34,36400,10,720,14,53477215,Svetodiodnyj ekran,2600.0,41.08,0.361,0.006,8.0,4.47,176.07,73728.0,429.33,2.44,9216.0,1517.57,1062300,700,30293.0,694.44,24.58,669.86,795247.33,3786.62
Ufa022,/bashkortostan/ufa,Rossija,Bashkortostan,Ufa,/bashkortostan/ufa/trassa-z-204-storona-a-vyyezd-iz-goroda-ufa-aeroport,12,4,648,216,Trassa Z-204 (Storona A; vyezd iz goroda Ufa - Aeroport),72800,10,720,14,53477215,Svetodiodnyj ekran,5200.0,82.16,0.722,0.011,48.0,12.65,498.0,139968.0,683.05,1.37,2916.0,1517.57,1062300,700,181758.0,694.44,73.74,620.7,1348150.67,3786.62
Ufa023,/bashkortostan/ufa,Rossija,Bashkortostan,Ufa,/bashkortostan/ufa/trassa-z-204-storona-b-v-yezd-v-gorod-ufa-aeroport,12,4,648,216,Trassa Z-204 (Storona B; v'ezd v gorod Ufa - Aeroport),72800,10,720,14,53477215,Svetodiodnyj ekran,5200.0,82.16,0.722,0.011,48.0,12.65,498.0,139968.0,683.05,1.37,2916.0,1517.57,1062300,700,181758.0,694.44,73.74,620.7,1348150.67,3786.62
Ufa028,/bashkortostan/ufa,Rossija,Bashkortostan,Ufa,/bashkortostan/ufa/oktyabrya-davletshinoy-agrarnyy-universitet,8,6,384,288,Oktjabrja - Davletshinoj (Agrarnyj universitet),11831,10,228,7,53477215,Svetodiodnyj ekran,1690.14,26.7,0.741,0.012,48.0,10.0,393.7,110592.0,480.0,1.22,2304.0,1517.57,1062300,700,312000.0,694.44,389.51,304.93,-67750.0,6500.0
Ufa029,/bashkortostan/ufa,Rossija,Bashkortostan,Ufa,/bashkortostan/ufa/salavata-yulayeva-storona-a,10,5,648,288,Salavata Julaeva (storona A),11831,10,228,7,53477215,Svetodiodnyj ekran,1690.14,26.7,0.741,0.012,50.0,11.18,440.17,186624.0,709.12,1.61,3732.48,1517.57,1062300,700,189331.25,694.44,236.37,458.08,177587.5,3786.62
Ufa030,/bashkortostan/ufa,Rossija,Bashkortostan,Ufa,/bashkortostan/ufa/salavata-yulayeva-storona-b,10,5,648,288,Salavata Julaeva (storona B),11831,10,228,7,53477215,Svetodiodnyj ekran,1690.14,26.7,0.741,0.012,50.0,11.18,440.17,186624.0,709.12,1.61,3732.48,1517.57,1062300,700,189331.25,694.44,236.37,458.08,177587.5,3786.62
Ufa031,/bashkortostan/ufa,Rossija,Bashkortostan,Ufa,/bashkortostan/ufa/salavata-yulayeva-95,13,5.5,720,288,Salavata Julaeva; 95,103194,10,600,14,53477215,Svetodiodnyj ekran,7371.0,116.46,1.228,0.019,71.5,14.12,555.73,207360.0,775.46,1.4,2900.14,1517.57,1062300,700,270743.69,694.44,77.49,616.95,1884762.62,3786.62
Ufa032,/bashkortostan/ufa,Rossija,Bashkortostan,Ufa,/bashkortostan/ufa/salavata-yulayeva-sagita-agisha,13,5.5,720,288,Salavata Julaeva - Sagita Agisha,42500,10,600,7,53477215,Svetodiodnyj ekran,6071.43,95.93,1.012,0.016,71.5,14.12,555.73,207360.0,775.46,1.4,2900.14,1517.57,1062300,700,270743.69,694.44,94.08,600.37,1457054.29,3786.62
Ufa033,/bashkortostan/ufa,Rossija,Bashkortostan,Ufa,/bashkortostan/ufa/salavata-yulayeva-60,13,5.5,720,288,Salavata Julaeva; 60,103194,10,600,14,53477215,Svetodiodnyj ekran,7371.0,116.46,1.228,0.019,71.5,14.12,555.73,207360.0,775.46,1.4,2900.14,1517.57,1062300,700,270743.69,694.44,77.49,616.95,1884762.62,3786.62
Ufa034,/bashkortostan/ufa,Rossija,Bashkortostan,Ufa,/bashkortostan/ufa/salavata-yulayeva-ul-rayonnaya-2-ya,13,5.5,720,288,Salavata Julaeva - ul. Rajonnaja 2-ja,103194,10,600,14,53477215,Svetodiodnyj ekran,7371.0,116.46,1.228,0.019,71.5,14.12,555.73,207360.0,775.46,1.4,2900.14,1517.57,1062300,700,270743.69,694.44,77.49,616.95,1884762.62,3786.62
Ufa035,/bashkortostan/ufa,Rossija,Bashkortostan,Ufa,/bashkortostan/ufa/oktyabrya-18-okruga-galle,4,2,384,192,Oktjabrja; 18 - Okruga Galle,15197,10,720,14,53477215,Svetodiodnyj ekran,1085.5,17.15,0.151,0.002,8.0,4.47,176.07,73728.0,429.33,2.44,9216.0,1517.57,1062300,700,30293.0,694.44,58.88,635.57,296705.67,3786.62
Habarovsk001,/khabarovskiy-kray,Rossija,Habarovskij kraj,Habarovsk,/khabarovskiy-kray/khabarovsk/muravyeva-amurskogo-40,6.4,4.4,240,168,Murav'eva - Amurskogo; 40,10238,10,288,7,53477215,Svetodiodnyj ekran,1462.57,23.11,0.508,0.008,28.16,7.77,305.77,40320.0,292.96,0.96,1431.82,1486.02,577668,388.735,183040.0,694.44,264.01,430.43,115378.33,6500.0
Habarovsk002,/khabarovskiy-kray,Rossija,Habarovskij kraj,Habarovsk,/khabarovskiy-kray/khabarovsk/privokzalnaya-ploshchad,6.4,4.4,240,168,Privokzal'naja ploschad',10238,10,288,7,53477215,Svetodiodnyj ekran,1462.57,23.11,0.508,0.008,28.16,7.77,305.77,40320.0,292.96,0.96,1431.82,1486.02,577668,388.735,183040.0,694.44,264.01,430.43,115378.33,6500.0
Habarovsk003,/khabarovskiy-kray,Rossija,Habarovskij kraj,Habarovsk,/khabarovskiy-kray/khabarovsk/serysheva-16,6.4,4.4,240,168,Serysheva;16,10238,10,288,7,53477215,Svetodiodnyj ekran,1462.57,23.11,0.508,0.008,28.16,7.77,305.77,40320.0,292.96,0.96,1431.82,1486.02,577668,388.735,183040.0,694.44,264.01,430.43,115378.33,6500.0
Habarovsk005,/khabarovskiy-kray,Rossija,Habarovskij kraj,Habarovsk,/khabarovskiy-kray/khabarovsk/voronezhskaya-bolshaya,3,6,720,360,Voronezhskaja ג€“ Bol'shaja,19755,10,1728,7,53477415,Tsifrovoj bilbord,2822.14,44.59,0.163,0.003,18.0,6.71,264.1,259200.0,804.98,3.05,14400.0,1486.02,577668,388.735,18382.5,694.44,13.74,680.7,892193.33,1021.25
Habarovsk006,/khabarovskiy-kray,Rossija,Habarovskij kraj,Habarovsk,/khabarovskiy-kray/khabarovsk/lenina-pushkina,3,6,720,360,Lenina ג€“ Pushkina,19755,10,1728,7,53477415,Tsifrovoj bilbord,2822.14,44.59,0.163,0.003,18.0,6.71,264.1,259200.0,804.98,3.05,14400.0,1486.02,577668,388.735,18382.5,694.44,13.74,680.7,892193.33,1021.25
Habarovsk007,/khabarovskiy-kray,Rossija,Habarovskij kraj,Habarovsk,/khabarovskiy-kray/khabarovsk/lenina-leningradskaya,3,6,720,360,Lenina ג€“ Leningradskaja,19755,10,1728,7,53477415,Tsifrovoj bilbord,2822.14,44.59,0.163,0.003,18.0,6.71,264.1,259200.0,804.98,3.05,14400.0,1486.02,577668,388.735,18382.5,694.44,13.74,680.7,892193.33,1021.25
Habarovsk008,/khabarovskiy-kray,Rossija,Habarovskij kraj,Habarovsk,/khabarovskiy-kray/khabarovsk/lva-tolstogo-amurskiy-bulvar,3,6,720,360,L'va Tolstogo ג€“ Amurskij bul'var,19755,10,1728,7,53477415,Tsifrovoj bilbord,2822.14,44.59,0.163,0.003,18.0,6.71,264.1,259200.0,804.98,3.05,14400.0,1486.02,577668,388.735,18382.5,694.44,13.74,680.7,892193.33,1021.25
Habarovsk009,/khabarovskiy-kray,Rossija,Habarovskij kraj,Habarovsk,/khabarovskiy-kray/khabarovsk/volochayevskaya-leytenanta-orlova,3,6,720,360,Volochaevskaja ג€“ Lejtenanta Orlova,19755,10,1728,7,53477415,Tsifrovoj bilbord,2822.14,44.59,0.163,0.003,18.0,6.71,264.1,259200.0,804.98,3.05,14400.0,1486.02,577668,388.735,18382.5,694.44,13.74,680.7,892193.33,1021.25
Habarovsk010,/khabarovskiy-kray,Rossija,Habarovskij kraj,Habarovsk,/khabarovskiy-kray/khabarovsk/k-marksa-dikopoltseva,6,10.7,720,576,K.Marksa - Dikopol'tseva,9030,10,150,7,53477215,Svetodiodnyj ekran,1290.0,20.38,0.86,0.014,64.2,12.27,482.97,414720.0,922.05,1.91,6459.81,1486.02,577668,388.735,243101.33,694.44,397.61,296.83,-61619.32,3786.62
Habarovsk011,/khabarovskiy-kray,Rossija,Habarovskij kraj,Habarovsk,/khabarovskiy-kray/khabarovsk/vakhova-2-tts-podsolnukh,6,8,576,768,Vahova; 2 (TTs "Podsolnuh"),12096,10,288,7,53477215,Svetodiodnyj ekran,1728.0,27.3,0.6,0.009,48.0,10.0,393.7,442368.0,960.0,2.44,9216.0,1486.02,577668,388.735,181758.0,694.44,221.93,472.52,205234.0,3786.62
Hanty-Mansijsk004,/tyumen-region/khanty-mansiysk,Rossija,Tjumenskaja oblast',Hanty-Mansijsk,/tyumen-region/khanty-mansiysk/studencheskaya-19-ekspotsentr,6,8,768,512,Studencheskaja; 19 (Ekspotsentr),12500,10,144,7,53477215,Svetodiodnyj ekran,1785.71,28.21,1.24,0.02,48.0,10.0,393.7,393216.0,923.02,2.34,8192.0,235.11,79410,337.76,181758.0,694.44,214.77,479.68,224192.33,3786.62
Cheboksary001,/chuvashiya,Rossija,Chuvashskaja Respublika,Cheboksary,/chuvashiya/cheboksary/ivana-yakovleva-trts-mtv-tsentr,4,5,224,168,Ivana Jakovleva (TRTs "MTV Tsentr"),32400,10,216,30,53477215,Svetodiodnyj ekran,1080.0,17.06,0.5,0.008,20.0,6.4,252.09,37632.0,280.0,1.11,1881.6,4072.08,447929,110,130000.0,694.44,254.01,440.44,95416.67,6500.0
Cheboksary002,/chuvashiya,Rossija,Chuvashskaja Respublika,Cheboksary,/chuvashiya/cheboksary/mira-7-kafe-lira,4,5,640,480,Mira; 7 (Kafe "Lira"),32400,10,216,30,53477215,Svetodiodnyj ekran,1080.0,17.06,0.5,0.008,20.0,6.4,252.09,307200.0,800.0,3.17,15360.0,4072.08,447929,110,20425.0,694.44,39.91,654.54,314566.67,1021.25
Cheboksary003,/chuvashiya,Rossija,Chuvashskaja Respublika,Cheboksary,/chuvashiya/cheboksary/traktorostroiteley-1-34-tts-shupashkar,4,5,640,480,Traktorostroitelej; 1/34 (TTs "Shupashkar"),32400,10,216,30,53477215,Svetodiodnyj ekran,1080.0,17.06,0.5,0.008,20.0,6.4,252.09,307200.0,800.0,3.17,15360.0,4072.08,447929,110,20425.0,694.44,39.91,654.54,314566.67,1021.25
Cheboksary004,/chuvashiya,Rossija,Chuvashskaja Respublika,Cheboksary,/chuvashiya/cheboksary/karla-marksa-47,4,6,640,384,Karla Marksa; 47,32400,10,216,30,53477215,Svetodiodnyj ekran,1080.0,17.06,0.5,0.008,24.0,7.21,283.9,245760.0,746.36,2.63,10240.0,4072.08,447929,110,37200.0,694.44,72.68,621.76,281016.67,1550.0
Cheboksary005,/chuvashiya,Rossija,Chuvashskaja Respublika,Cheboksary,/chuvashiya/cheboksary/mira-56a,3,6,576,288,Mira; 56A,32400,10,216,30,53477215,Svetodiodnyj ekran,1080.0,17.06,0.5,0.008,18.0,6.71,264.1,165888.0,643.99,2.44,9216.0,4072.08,447929,110,68159.25,694.44,133.18,561.27,219098.17,3786.62
Cheboksary006,/chuvashiya,Rossija,Chuvashskaja Respublika,Cheboksary,/chuvashiya/cheboksary/gagarina-1,3,4,640,480,Gagarina; 1,32400,10,216,30,53477215,Svetodiodnyj ekran,1080.0,17.06,0.5,0.008,12.0,5.0,196.85,307200.0,800.0,4.06,25600.0,4072.08,447929,110,12627.75,694.44,24.67,669.77,330161.17,1052.31
Cheljabinsk001,/chelyabinskaya-oblast,Rossija,Cheljabinskaja oblast',Cheljabinsk,/celyabinskaya-oblast/chelyabinsk/kirova-161a,5.7,3.2,1152,640,Kirova; 161A,11625,10,200,7,53477215,Svetodiodnyj ekran,1660.71,26.24,0.83,0.013,18.24,6.54,257.36,737280.0,1317.84,5.12,40421.05,2253.47,1130273,501.57,26507.28,694.44,33.67,660.77,493652.11,1453.25
Cheljabinsk002,/chelyabinskaya-oblast,Rossija,Cheljabinskaja oblast',Cheljabinsk,/celyabinskaya-oblast/chelyabinsk/bratyev-kashirinykh-severo-krymskaya,4.8,8,640,384,Brat'ev Kashirinyh - Severo-Krymskaja,11625,10,200,7,53477215,Svetodiodnyj ekran,1660.71,26.24,0.83,0.013,38.4,9.33,367.3,245760.0,746.36,2.03,6400.0,2253.47,1130273,501.57,145406.4,694.44,184.71,509.73,255853.87,3786.62
Cheljabinsk003,/chelyabinskaya-oblast,Rossija,Cheljabinskaja oblast',Cheljabinsk,/celyabinskaya-oblast/chelyabinsk/komsomolskiy-molodogvardeytsev,4.8,6.4,720,576,Komsomol'skij - Molodogvardejtsev,9475,10,200,7,53477215,Svetodiodnyj ekran,1353.57,21.39,0.677,0.011,30.72,8.0,314.96,414720.0,922.05,2.93,13500.0,2253.47,1130273,501.57,36748.8,694.44,57.27,637.18,372127.4,1196.25
Cheljabinsk004,/chelyabinskaya-oblast,Rossija,Cheljabinskaja oblast',Cheljabinsk,/celyabinskaya-oblast/chelyabinsk/shosse-metallurgov-cherkasskaya,4.8,6.4,720,576,Shosse Metallurgov - Cherkasskaja,8438,10,200,7,53477215,Svetodiodnyj ekran,1205.43,19.05,0.603,0.01,30.72,8.0,314.96,414720.0,922.05,2.93,13500.0,2253.47,1130273,501.57,36748.8,694.44,64.3,630.14,323377.4,1196.25
Cheljabinsk005,/chelyabinskaya-oblast,Rossija,Cheljabinskaja oblast',Cheljabinsk,/celyabinskaya-oblast/chelyabinsk/komsomolskiy-sverdlovskiy,4.8,6.4,720,576,Komsomol'skij - Sverdlovskij,9475,10,200,7,53477215,Svetodiodnyj ekran,1353.57,21.39,0.677,0.011,30.72,8.0,314.96,414720.0,922.05,2.93,13500.0,2253.47,1130273,501.57,36748.8,694.44,57.27,637.18,372127.4,1196.25
Cheljabinsk006,/chelyabinskaya-oblast,Rossija,Cheljabinskaja oblast',Cheljabinsk,/celyabinskaya-oblast/chelyabinsk/gagarina-dzerzhinskogo-rk-avrora,4.8,6.4,720,576,Gagarina - Dzerzhinskogo (RK "Avrora"),8438,10,200,7,53477215,Svetodiodnyj ekran,1205.43,19.05,0.603,0.01,30.72,8.0,314.96,414720.0,922.05,2.93,13500.0,2253.47,1130273,501.57,36748.8,694.44,64.3,630.14,323377.4,1196.25
Cheljabinsk007,/chelyabinskaya-oblast,Rossija,Cheljabinskaja oblast',Cheljabinsk,/celyabinskaya-oblast/chelyabinsk/lenina-55a-ploshchad-revolyutsii,12,8.6,960,672,Lenina; 55A (Ploschad' Revoljutsii),15800,10,200,7,53477215,Svetodiodnyj ekran,2257.14,35.66,1.129,0.018,103.2,14.76,581.24,645120.0,1171.83,2.02,6251.16,2253.47,1130273,501.57,390779.7,694.44,365.28,329.16,-38642.73,3786.62
Cheljabinsk008,/chelyabinskaya-oblast,Rossija,Cheljabinskaja oblast',Cheljabinsk,/celyabinskaya-oblast/chelyabinsk/komsomolskaya-ploshchad,4.8,6.4,720,576,Komsomol'skaja ploschad',8438,10,200,7,53477215,Svetodiodnyj ekran,1205.43,19.05,0.603,0.01,30.72,8.0,314.96,414720.0,922.05,2.93,13500.0,2253.47,1130273,501.57,36748.8,694.44,64.3,630.14,323377.4,1196.25
Cheljabinsk009,/chelyabinskaya-oblast,Rossija,Cheljabinskaja oblast',Cheljabinsk,/celyabinskaya-oblast/chelyabinsk/privokzalnaya-poshchad-tk-sinegorye,4.8,6.4,720,576,Privokzal'naja ploschad' (TK "Sinegor'e"),8438,10,200,7,53477215,Svetodiodnyj ekran,1205.43,19.05,0.603,0.01,30.72,8.0,314.96,414720.0,922.05,2.93,13500.0,2253.47,1130273,501.57,36748.8,694.44,64.3,630.14,323377.4,1196.25
Cheljabinsk011,/chelyabinskaya-oblast,Rossija,Cheljabinskaja oblast',Cheljabinsk,/celyabinskaya-oblast/chelyabinsk/vorovskogo-15g-tts-magistr,6,3,576,288,Vorovskogo; 15G (TTs "Magistr"),9214,10,288,7,53477215,Svetodiodnyj ekran,1316.29,20.8,0.457,0.007,18.0,6.71,264.1,165888.0,643.99,2.44,9216.0,2253.47,1130273,501.57,68159.25,694.44,109.23,585.21,297014.83,3786.62
Cheljabinsk013,/chelyabinskaya-oblast,Rossija,Cheljabinskaja oblast',Cheljabinsk,/celyabinskaya-oblast/chelyabinsk/blyukhera-53-zhk-tri-kita,3.2,6,577,288,Bljuhera; 53 (ZhK "Tri Kita"),9214,10,288,7,53477215,Svetodiodnyj ekran,1316.29,20.8,0.457,0.007,19.2,6.8,267.72,166176.0,644.88,2.41,8655.0,2253.47,1130273,501.57,72703.2,694.44,116.51,577.93,287926.93,3786.62
Cheljabinsk014,/chelyabinskaya-oblast,Rossija,Cheljabinskaja oblast',Cheljabinsk,/celyabinskaya-oblast/chelyabinsk/bratyev-kashirinykh-kaslinskaya-64,3,12,1024,512,Brat'ev Kashirinyh - Kaslinskaja; 64,18611,7,1440,7,53477415,Tsifrovoj bilbord,2658.71,42.01,0.264,0.004,36.0,12.37,486.98,524288.0,1144.87,2.35,14563.56,2253.47,1130273,501.57,136318.5,694.44,108.16,586.28,602571.33,3786.62
Cheljabinsk015,/chelyabinskaya-oblast,Rossija,Cheljabinskaja oblast',Cheljabinsk,/celyabinskaya-oblast/chelyabinsk/blyukhera-darvina,3,6,1024,512,Bljuhera - Darvina,11964,7,1440,7,53477415,Tsifrovoj bilbord,1709.14,27.0,0.17,0.003,18.0,6.71,264.1,524288.0,1144.87,4.33,29127.11,2253.47,1130273,501.57,18941.62,694.44,23.38,671.06,524616.75,1052.31
Cheljabinsk016,/chelyabinskaya-oblast,Rossija,Cheljabinskaja oblast',Cheljabinsk,/celyabinskaya-oblast/chelyabinsk/vorovskogo-soni-krivoy,3,6,1024,512,Vorovskogo - Soni Krivoj,11964,7,1440,7,53477415,Tsifrovoj bilbord,1709.14,27.0,0.17,0.003,18.0,6.71,264.1,524288.0,1144.87,4.33,29127.11,2253.47,1130273,501.57,18941.62,694.44,23.38,671.06,524616.75,1052.31
Cheljabinsk017,/chelyabinskaya-oblast,Rossija,Cheljabinskaja oblast',Cheljabinsk,/celyabinskaya-oblast/chelyabinsk/komsomolskiy-69,3,6,1024,512,Komsomol'skij; 69,11964,7,1440,7,53477415,Tsifrovoj bilbord,1709.14,27.0,0.17,0.003,18.0,6.71,264.1,524288.0,1144.87,4.33,29127.11,2253.47,1130273,501.57,18941.62,694.44,23.38,671.06,524616.75,1052.31
Cheljabinsk018,/chelyabinskaya-oblast,Rossija,Cheljabinskaja oblast',Cheljabinsk,/celyabinskaya-oblast/chelyabinsk/komsomolskiy-chaykovskogo,3,6,1024,512,Komsomol'skij - Chajkovskogo,11964,7,1440,7,53477415,Tsifrovoj bilbord,1709.14,27.0,0.17,0.003,18.0,6.71,264.1,524288.0,1144.87,4.33,29127.11,2253.47,1130273,501.57,18941.62,694.44,23.38,671.06,524616.75,1052.31
Cheljabinsk019,/chelyabinskaya-oblast,Rossija,Cheljabinskaja oblast',Cheljabinsk,/celyabinskaya-oblast/chelyabinsk/khudyakova-31,3,6,1024,512,Hudjakova; 31,11964,7,1440,7,53477415,Tsifrovoj bilbord,1709.14,27.0,0.17,0.003,18.0,6.71,264.1,524288.0,1144.87,4.33,29127.11,2253.47,1130273,501.57,18941.62,694.44,23.38,671.06,524616.75,1052.31
Cheljabinsk020,/chelyabinskaya-oblast,Rossija,Cheljabinskaja oblast',Cheljabinsk,/celyabinskaya-oblast/chelyabinsk/khudyakova-engelsa-skver-s-s-andreyevskogo,3,6,1024,512,Hudjakova - Engel'sa (skver S.S. Andreevskogo),11964,7,1440,7,53477415,Tsifrovoj bilbord,1709.14,27.0,0.17,0.003,18.0,6.71,264.1,524288.0,1144.87,4.33,29127.11,2253.47,1130273,501.57,18941.62,694.44,23.38,671.06,524616.75,1052.31
Cheljabinsk021,/chelyabinskaya-oblast,Rossija,Cheljabinskaja oblast',Cheljabinsk,/celyabinskaya-oblast/chelyabinsk/chicherina-komsomolskiy,3,6,1024,512,Chicherina - Komsomol'skij,11964,7,1440,7,53477415,Tsifrovoj bilbord,1709.14,27.0,0.17,0.003,18.0,6.71,264.1,524288.0,1144.87,4.33,29127.11,2253.47,1130273,501.57,18941.62,694.44,23.38,671.06,524616.75,1052.31
Cheljabinsk022,/chelyabinskaya-oblast,Rossija,Cheljabinskaja oblast',Cheljabinsk,/celyabinskaya-oblast/chelyabinsk/engelsa-kurchatova,3,6,1024,512,Engel'sa - Kurchatova,11964,7,1440,7,53477415,Tsifrovoj bilbord,1709.14,27.0,0.17,0.003,18.0,6.71,264.1,524288.0,1144.87,4.33,29127.11,2253.47,1130273,501.57,18941.62,694.44,23.38,671.06,524616.75,1052.31
