article,lvl2,main,up,location,href,meter_1,meter_2,pix_1,pix_2,name,in_rub,hronometraz,v_sutki,dney,anonce_code,anonce,money_rub_day,money_dol_day,sec_rub,sec_dol,area,diagonal,diag_in,pixels,diagonal_pixels,ppi,Pixel_Density,Plotn_Town,tchel_Town,km2_Town,scr_dol,Life_Time_Months,payback_Months,profit_Months,profit_Total,sum_1_m
Moskva240,/moskva/presnenskiy,Moskva,Tsentral'nyj AO,Presnenskij,/moskva/1905-goda-27-7-v-tsentr-150-m-do-s-yezda-na-ul-sergeya-makeyeva,3,6,720,360,1905 goda; 27/7 (v tsentr; 150 m do s'ezda na ul. Sergeja Makeeva),76153,5,1410,7,53477415,Tsifrovoj bilbord,10879.0,171.89,1.543,0.024,18.0,6.71,264.1,259200.0,804.98,3.05,14400.0,11724.6,775881,66.18,18382.5,694.44,3.56,690.88,3544276.67,1021.25
Moskva241,/moskva/presnenskiy,Moskva,Tsentral'nyj AO,Presnenskij,/moskva/1905-goda-iz-tsentra-100-m-do-s-yezda-na-ttk,3,6,720,360,1905 goda (iz tsentra; 100 m do s'ezda na TTK),76153,5,1410,7,53477415,Tsifrovoj bilbord,10879.0,171.89,1.543,0.024,18.0,6.71,264.1,259200.0,804.98,3.05,14400.0,11724.6,775881,66.18,18382.5,694.44,3.56,690.88,3544276.67,1021.25
Moskva242,/moskva/severo-vostochnyy-ao,Moskva,Severo-Vostochnyj AO,Severo-Vostochnyj AO,/moskva/altufyevskoye-shosse-44-storona-a,3,6,720,360,Altuf'evskoe shosse; 44 (storona A),82313,5,1410,7,53477415,Tsifrovoj bilbord,11759.0,185.79,1.668,0.026,18.0,6.71,264.1,259200.0,804.98,3.05,14400.0,13976.38,1423956,101.88,18382.5,694.44,3.3,691.15,3833860.0,1021.25
Moskva243,/moskva/severo-vostochnyy-ao,Moskva,Severo-Vostochnyj AO,Severo-Vostochnyj AO,/moskva/altufyevskoye-shosse-44-storona-b,3,6,720,360,Altuf'evskoe shosse; 44 (storona B),74567,5,1410,7,53477415,Tsifrovoj bilbord,10652.43,168.31,1.511,0.024,18.0,6.71,264.1,259200.0,804.98,3.05,14400.0,13976.38,1423956,101.88,18382.5,694.44,3.64,690.8,3469693.33,1021.25
Moskva244,/moskva/yuzhnyy-ao,Moskva,Juzhnyj AO,Juzhnyj AO,/moskva/varshavskoye-shosse-v-tsentr-700-m-do-peresecheniya-s-kashirskim-shosse,3,6,720,360,Varshavskoe shosse (v tsentr; 700 m do peresechenija s Kashirskim shosse),82313,5,1410,7,53477415,Tsifrovoj bilbord,11759.0,185.79,1.668,0.026,18.0,6.71,264.1,259200.0,804.98,3.05,14400.0,13548.64,1785343,131.77,18382.5,694.44,3.3,691.15,3833860.0,1021.25
Moskva245,/moskva/yuzhnyy-ao,Moskva,Juzhnyj AO,Juzhnyj AO,/moskva/varshavskoye-shosse-1-v-tsentr-50-m-do-s-yezda-na-ttk,3,6,720,360,Varshavskoe shosse; 1 (v tsentr; 50 m do s'ezda na TTK),82313,5,1410,7,53477415,Tsifrovoj bilbord,11759.0,185.79,1.668,0.026,18.0,6.71,264.1,259200.0,804.98,3.05,14400.0,13548.64,1785343,131.77,18382.5,694.44,3.3,691.15,3833860.0,1021.25
Moskva246,/moskva/yugo-vostochnyy-ao,Moskva,Jugo-Vostochnyj AO,Jugo-Vostochnyj AO,/moskva/volgogradskiy-23-13-v-tsentr-500-m-do-s-yezda-na-ul-talalikhina-storona-a,3,6,720,360,Volgogradskij 23/13 (v tsentr; 500 m do s'ezda na ul. Talalihina; storona A),82313,5,1410,7,53477415,Tsifrovoj bilbord,11759.0,185.79,1.668,0.026,18.0,6.71,264.1,259200.0,804.98,3.05,14400.0,11956.9,1405650,117.56,18382.5,694.44,3.3,691.15,3833860.0,1021.25
Moskva247,/moskva/yugo-vostochnyy-ao,Moskva,Jugo-Vostochnyj AO,Jugo-Vostochnyj AO,/moskva/volgogradskiy-23-13-v-tsentr-500-m-do-s-yezda-na-ul-talalikhina-storona-b,3,6,720,360,Volgogradskij 23/13 (v tsentr; 500 m do s'ezda na ul. Talalihina; storona B),74567,5,1410,7,53477415,Tsifrovoj bilbord,10652.43,168.31,1.511,0.024,18.0,6.71,264.1,259200.0,804.98,3.05,14400.0,11956.9,1405650,117.56,18382.5,694.44,3.64,690.8,3469693.33,1021.25
Moskva248,/moskva/yugo-vostochnyy-ao,Moskva,Jugo-Vostochnyj AO,Jugo-Vostochnyj AO,/moskva/volgogradskiy-iz-tsentra-peresecheniye-s-ttk,3,6,720,360,Volgogradskij (iz tsentra; peresechenie s TTK),82313,5,1410,7,53477415,Tsifrovoj bilbord,11759.0,185.79,1.668,0.026,18.0,6.71,264.1,259200.0,804.98,3.05,14400.0,11956.9,1405650,117.56,18382.5,694.44,3.3,691.15,3833860.0,1021.25
Moskva249,/moskva/severo-zapadnyy-ao,Moskva,Severo-Zapadnyj AO,Severo-Zapadnyj AO,/moskva/volokolamskoye-shosse-v-tsentr-peresecheniye-s-ul-svobody,3,6,720,360,Volokolamskoe shosse (v tsentr; peresechenie s ul. Svobody),90036,5,1410,7,53477415,Tsifrovoj bilbord,12862.29,203.22,1.824,0.029,18.0,6.71,264.1,259200.0,804.98,3.05,14400.0,10734.73,1001346,93.28,18382.5,694.44,3.02,691.43,4196985.0,1021.25
Moskva250,/moskva/severo-zapadnyy-ao,Moskva,Severo-Zapadnyj AO,Severo-Zapadnyj AO,/moskva/volokolamskoye-shosse-v-tsentr-100-m-do-s-yezda-na-ul-akademika-kurchatova,3,6,720,360,Volokolamskoe shosse (v tsentr; 100 m do s'ezda na ul. Akademika Kurchatova),90036,5,1410,7,53477415,Tsifrovoj bilbord,12862.29,203.22,1.824,0.029,18.0,6.71,264.1,259200.0,804.98,3.05,14400.0,10734.73,1001346,93.28,18382.5,694.44,3.02,691.43,4196985.0,1021.25
Moskva251,/moskva/severnyy-ao,Moskva,Severnyj AO,Severnyj AO,/moskva/dmitrovskoye-shosse-58-v-tsentr,3,6,720,360,Dmitrovskoe shosse; 58 (v tsentr),82313,5,1410,7,53477415,Tsifrovoj bilbord,11759.0,185.79,1.668,0.026,18.0,6.71,264.1,259200.0,804.98,3.05,14400.0,10346.02,1176611,113.73,18382.5,694.44,3.3,691.15,3833860.0,1021.25
Moskva252,/moskva/khoroshevo-mnevniki,Moskva,Severo-Zapadnyj AO,Horoshevo-Mnevniki,/moskva/zvenigorodskoye-shosse-iz-tsentra-700-m-do-peresecheniya-s-ul-mnevniki-storona-a,3,6,720,360,Zvenigorodskoe shosse (iz tsentra; 700 m do peresechenija s ul. Mnevniki; storona A),82313,5,1410,7,53477415,Tsifrovoj bilbord,11759.0,185.79,1.668,0.026,18.0,6.71,264.1,259200.0,804.98,3.05,14400.0,10734.73,1001346,93.28,18382.5,694.44,3.3,691.15,3833860.0,1021.25
Moskva253,/moskva/khoroshevo-mnevniki,Moskva,Severo-Zapadnyj AO,Horoshevo-Mnevniki,/moskva/zvenigorodskoye-shosse-iz-tsentra-700-m-do-peresecheniya-s-ul-mnevniki-storona-b,3,6,720,360,Zvenigorodskoe shosse (iz tsentra; 700 m do peresechenija s ul. Mnevniki; storona B),82313,5,1410,7,53477415,Tsifrovoj bilbord,11759.0,185.79,1.668,0.026,18.0,6.71,264.1,259200.0,804.98,3.05,14400.0,10734.73,1001346,93.28,18382.5,694.44,3.3,691.15,3833860.0,1021.25
Moskva254,/moskva/yuzhnyy-ao,Moskva,Juzhnyj AO,Juzhnyj AO,/moskva/kashirskoye-shosse-78-iz-tsentra-storona-a,3,6,720,360,Kashirskoe shosse; 78 (iz tsentra; storona A),82313,5,1410,7,53477415,Tsifrovoj bilbord,11759.0,185.79,1.668,0.026,18.0,6.71,264.1,259200.0,804.98,3.05,14400.0,13548.64,1785343,131.77,18382.5,694.44,3.3,691.15,3833860.0,1021.25
Moskva255,/moskva/yuzhnyy-ao,Moskva,Juzhnyj AO,Juzhnyj AO,/moskva/kashirskoye-shosse-78-iz-tsentra-storona-b,3,6,720,360,Kashirskoe shosse; 78 (iz tsentra; storona B),74567,5,1410,7,53477415,Tsifrovoj bilbord,10652.43,168.31,1.511,0.024,18.0,6.71,264.1,259200.0,804.98,3.05,14400.0,13548.64,1785343,131.77,18382.5,694.44,3.64,690.8,3469693.33,1021.25
Moskva256,/moskva/voykovskiy,Moskva,Severnyj AO,Vojkovskij,/moskva/leningradskoye-shosse-16a-iz-tsentra-peresecheniye-s-ul-admirala-makarova-storona-a,3,6,720,360,Leningradskoe shosse; 16A (iz tsentra; peresechenie s ul. Admirala Makarova; storona A),90036,5,1410,7,53477415,Tsifrovoj bilbord,12862.29,203.22,1.824,0.029,18.0,6.71,264.1,259200.0,804.98,3.05,14400.0,10346.02,1176611,113.73,18382.5,694.44,3.02,691.43,4196985.0,1021.25
Moskva257,/moskva/voykovskiy,Moskva,Severnyj AO,Vojkovskij,/moskva/leningradskoye-shosse-16a-iz-tsentra-peresecheniye-s-ul-admirala-makarova-storona-b,3,6,720,360,Leningradskoe shosse; 16A (iz tsentra; peresechenie s ul. Admirala Makarova; storona B),82313,5,1410,7,53477415,Tsifrovoj bilbord,11759.0,185.79,1.668,0.026,18.0,6.71,264.1,259200.0,804.98,3.05,14400.0,10346.02,1176611,113.73,18382.5,694.44,3.3,691.15,3833860.0,1021.25
Moskva258,/moskva/severo-vostochnyy-ao,Moskva,Severo-Vostochnyj AO,Severo-Vostochnyj AO,/moskva/mira-v-tsentr-300-m-do-s-yezda-na-rizhskuyu-pl-storona-a,3,6,720,360,Mira (v tsentr; 300 m do s'ezda na Rizhskuju pl.; storona A),90036,5,1410,7,53477415,Tsifrovoj bilbord,12862.29,203.22,1.824,0.029,18.0,6.71,264.1,259200.0,804.98,3.05,14400.0,13976.38,1423956,101.88,18382.5,694.44,3.02,691.43,4196985.0,1021.25
Moskva259,/moskva/severo-vostochnyy-ao,Moskva,Severo-Vostochnyj AO,Severo-Vostochnyj AO,/moskva/mira-v-tsentr-300-m-do-s-yezda-na-rizhskuyu-pl-storona-b,3,6,720,360,Mira (v tsentr; 300 m do s'ezda na Rizhskuju pl.; storona B),82313,5,1410,7,53477415,Tsifrovoj bilbord,11759.0,185.79,1.668,0.026,18.0,6.71,264.1,259200.0,804.98,3.05,14400.0,13976.38,1423956,101.88,18382.5,694.44,3.3,691.15,3833860.0,1021.25
Moskva260,/moskva/severo-vostochnyy-ao,Moskva,Severo-Vostochnyj AO,Severo-Vostochnyj AO,/moskva/mira-98-1-iz-tsentra-200-m-do-s-yezda-na-ul-2-ya-mytishchinskaya,3,6,720,360,Mira; 98/1 (iz tsentra; 200 m do s'ezda na ul. 2-ja Mytischinskaja),90036,5,1410,7,53477415,Tsifrovoj bilbord,12862.29,203.22,1.824,0.029,18.0,6.71,264.1,259200.0,804.98,3.05,14400.0,13976.38,1423956,101.88,18382.5,694.44,3.02,691.43,4196985.0,1021.25
Moskva261,/moskva/yugo-vostochnyy-ao,Moskva,Jugo-Vostochnyj AO,Jugo-Vostochnyj AO,/moskva/ryazanskiy-iz-tsentra-100-m-do-trts-gorod-na-ryazanke,3,6,720,360,Rjazanskij (iz tsentra; 100 m do TRTs "Gorod na Rjazanke"),82313,5,1410,7,53477415,Tsifrovoj bilbord,11759.0,185.79,1.668,0.026,18.0,6.71,264.1,259200.0,804.98,3.05,14400.0,11956.9,1405650,117.56,18382.5,694.44,3.3,691.15,3833860.0,1021.25
Moskva262,/moskva/krasnoselskiy,Moskva,Tsentral'nyj AO,Krasnosel'skij,/moskva/ttk-vostok-vnutrennyaya-storona-500-m-do-s-yezda-na-ul-bakuninskaya,3,6,720,360,TTK; Vostok (vnutrennjaja storona; 500 m do s'ezda na ul. Bakuninskaja),91587,5,1410,7,53477415,Tsifrovoj bilbord,13083.86,206.72,1.856,0.029,18.0,6.71,264.1,259200.0,804.98,3.05,14400.0,11724.6,775881,66.18,18382.5,694.44,2.96,691.48,4269901.67,1021.25
Moskva263,/moskva/presnenskiy,Moskva,Tsentral'nyj AO,Presnenskij,/moskva/ttk-zapad-vneshnyaya-storona-500-m-do-st-metro-delovoy-tsentr,3,6,720,360,TTK; Zapad (vneshnjaja storona; 500 m do st. metro Delovoj tsentr),94679,5,1410,7,53477415,Tsifrovoj bilbord,13525.57,213.7,1.919,0.03,18.0,6.71,264.1,259200.0,804.98,3.05,14400.0,11724.6,775881,66.18,18382.5,694.44,2.87,691.58,4415318.33,1021.25
Moskva264,/moskva/dorogomilovo,Moskva,Zapadnyj AO,Dorogomilovo,/moskva/ttk-zapad-vneshnyaya-storona-s-yezd-na-kutuzovskiy-pr-t,3,6,720,360,TTK; Zapad (vneshnjaja storona; s'ezd na Kutuzovskij pr-t),94590,5,1410,7,53477415,Tsifrovoj bilbord,13512.86,213.5,1.917,0.03,18.0,6.71,264.1,259200.0,804.98,3.05,14400.0,9034.03,1382516,153.03,18382.5,694.44,2.87,691.57,4411151.67,1021.25
Moskva265,/moskva/dorogomilovo,Moskva,Zapadnyj AO,Dorogomilovo,/moskva/ttk-zapad-vnutrennyaya-storona-150-m-do-s-yezda-na-kutuzovskiy-pr-t,3,6,720,360,TTK; Zapad (vnutrennjaja storona; 150 m do s'ezda na Kutuzovskij pr-t),94590,5,1410,7,53477415,Tsifrovoj bilbord,13512.86,213.5,1.917,0.03,18.0,6.71,264.1,259200.0,804.98,3.05,14400.0,9034.03,1382516,153.03,18382.5,694.44,2.87,691.57,4411151.67,1021.25
Moskva266,/moskva/severo-vostochnyy-ao,Moskva,Severo-Vostochnyj AO,Severo-Vostochnyj AO,/moskva/ttk-severo-vostok-vneshnyaya-storona-rizhskaya-estakada-400-m-do-s-yezda-na-pr-t-mira,3,6,720,360,TTK; Severo-vostok (vneshnjaja storona; Rizhskaja estakada; 400 m do s'ezda na pr-t Mira),94590,5,1410,7,53477415,Tsifrovoj bilbord,13512.86,213.5,1.917,0.03,18.0,6.71,264.1,259200.0,804.98,3.05,14400.0,13976.38,1423956,101.88,18382.5,694.44,2.87,691.57,4411151.67,1021.25
Moskva267,/moskva/yuzhnyy-ao,Moskva,Juzhnyj AO,Juzhnyj AO,/moskva/ttk-yug-vneshnyaya-storona-s-yezd-na-ul-trofimova,3,6,720,360,TTK; Jug (vneshnjaja storona; s'ezd na ul. Trofimova),91587,5,1410,7,53477415,Tsifrovoj bilbord,13083.86,206.72,1.856,0.029,18.0,6.71,264.1,259200.0,804.98,3.05,14400.0,13548.64,1785343,131.77,18382.5,694.44,2.96,691.48,4269901.67,1021.25
Moskva268,/moskva/yuzhnyy-ao,Moskva,Juzhnyj AO,Juzhnyj AO,/moskva/ttk-yug-vneshnyaya-storona-s-yezd-s-varshavskogo-shosse,3,6,720,360,TTK; Jug (vneshnjaja storona; s'ezd s Varshavskogo shosse),91587,5,1410,7,53477415,Tsifrovoj bilbord,13083.86,206.72,1.856,0.029,18.0,6.71,264.1,259200.0,804.98,3.05,14400.0,13548.64,1785343,131.77,18382.5,694.44,2.96,691.48,4269901.67,1021.25
Moskva269,/moskva/khamovniki,Moskva,Tsentral'nyj AO,Hamovniki,/moskva/ttk-yugo-zapad-vnutrennyaya-250-m-do-peresecheniya-s-novodevichyey-naberezhnoy-storona-a,3,6,720,360,TTK; Jugo-Zapad (vnutrennjaja; 250 m do peresechenija s Novodevich'ej naberezhnoj; storona A),94590,5,1410,7,53477415,Tsifrovoj bilbord,13512.86,213.5,1.917,0.03,18.0,6.71,264.1,259200.0,804.98,3.05,14400.0,11724.6,775881,66.18,18382.5,694.44,2.87,691.57,4411151.67,1021.25
Moskva270,/moskva/khamovniki,Moskva,Tsentral'nyj AO,Hamovniki,/moskva/ttk-yugo-zapad-vnutrennyaya-250-m-do-peresecheniya-s-novodevichyey-naberezhnoy-storona-b,3,6,720,360,TTK; Jugo-Zapad (vnutrennjaja; 250 m do peresechenija s Novodevich'ej naberezhnoj; storona B),90036,5,1410,7,53477415,Tsifrovoj bilbord,12862.29,203.22,1.824,0.029,18.0,6.71,264.1,259200.0,804.98,3.05,14400.0,11724.6,775881,66.18,18382.5,694.44,3.02,691.43,4196985.0,1021.25
Moskva271,/moskva/khamovniki,Moskva,Tsentral'nyj AO,Hamovniki,/moskva/ttk-yugo-zapad-vnutrennyaya-300-m-do-st-mtsk-luzhniki-storona-a,3,6,720,360,TTK; Jugo-Zapad (vnutrennjaja; 300 m do st. MTsK Luzhniki; storona A),94590,5,1410,7,53477415,Tsifrovoj bilbord,13512.86,213.5,1.917,0.03,18.0,6.71,264.1,259200.0,804.98,3.05,14400.0,11724.6,775881,66.18,18382.5,694.44,2.87,691.57,4411151.67,1021.25
Moskva272,/moskva/khamovniki,Moskva,Tsentral'nyj AO,Hamovniki,/moskva/ttk-yugo-zapad-vnutrennyaya-300-m-do-st-mtsk-luzhniki-storona-b,3,6,720,360,TTK; Jugo-Zapad (vnutrennjaja; 300 m do st. MTsK Luzhniki; storona B),90036,5,1410,7,53477415,Tsifrovoj bilbord,12862.29,203.22,1.824,0.029,18.0,6.71,264.1,259200.0,804.98,3.05,14400.0,11724.6,775881,66.18,18382.5,694.44,3.02,691.43,4196985.0,1021.25
Moskva273,/moskva/severo-vostochnyy-ao,Moskva,Severo-Vostochnyj AO,Severo-Vostochnyj AO,/moskva/sheremetyevskaya-16-iz-tsentra-250-m-do-tts-kapitoliy,3,6,720,360,Sheremet'evskaja; 16 (iz tsentra; 250 m do TTs "Kapitolij"),66898,5,1410,7,53477415,Tsifrovoj bilbord,9556.86,151.0,1.356,0.021,18.0,6.71,264.1,259200.0,804.98,3.05,14400.0,13976.38,1423956,101.88,18382.5,694.44,4.06,690.39,3109068.33,1021.25
Moskva274,/moskva/preobrazhenskoye,Moskva,Vostochnyj AO,Preobrazhenskoe,/moskva/shchelkovskoye-shosse-v-tsentr-peresecheniye-s-okruzhnym-pr-dom-150-m-do-st-mtsk-lokomotiv-storona-a,3,6,720,360,Schelkovskoe shosse (v tsentr; peresechenie s Okruzhnym pr-dom; 150 m do st. MTsK "Lokomotiv"; storona A),82313,5,1410,7,53477415,Tsifrovoj bilbord,11759.0,185.79,1.668,0.026,18.0,6.71,264.1,259200.0,804.98,3.05,14400.0,9790.66,1515942,154.84,18382.5,694.44,3.3,691.15,3833860.0,1021.25
Moskva275,/moskva/preobrazhenskoye,Moskva,Vostochnyj AO,Preobrazhenskoe,/moskva/shchelkovskoye-shosse-v-tsentr-peresecheniye-s-okruzhnym-pr-dom-150-m-do-st-mtsk-lokomotiv-storona-b,3,6,720,360,Schelkovskoe shosse (v tsentr; peresechenie s Okruzhnym pr-dom; 150 m do st. MTsK "Lokomotiv"; storona B),79242,5,1410,7,53477415,Tsifrovoj bilbord,11320.29,178.86,1.606,0.025,18.0,6.71,264.1,259200.0,804.98,3.05,14400.0,9790.66,1515942,154.84,18382.5,694.44,3.43,691.02,3689485.0,1021.25
Moskva276,/moskva/sokolinaya-gora,Moskva,Vostochnyj AO,Sokolinaja Gora,/moskva/entuziastov-shosse-23-14-v-tsentr-700-m-do-s-yezda-na-pr-d-entuziastov,3,6,720,360,Entuziastov shosse; 23/14 (v tsentr; 700 m do s'ezda na pr-d Entuziastov),82313,5,1410,7,53477415,Tsifrovoj bilbord,11759.0,185.79,1.668,0.026,18.0,6.71,264.1,259200.0,804.98,3.05,14400.0,9790.66,1515942,154.84,18382.5,694.44,3.3,691.15,3833860.0,1021.25
Moskva277,/moskva/yugo-vostochnyy-ao,Moskva,Jugo-Vostochnyj AO,Jugo-Vostochnyj AO,/moskva/entuziastov-shosse-iz-tsentra-600-m-do-s-yezda-na-ttk,3,6,720,360,Entuziastov shosse (iz tsentra; 600 m do s'ezda na TTK),82313,5,1410,7,53477415,Tsifrovoj bilbord,11759.0,185.79,1.668,0.026,18.0,6.71,264.1,259200.0,804.98,3.05,14400.0,11956.9,1405650,117.56,18382.5,694.44,3.3,691.15,3833860.0,1021.25
Moskva278,/moskva/presnenskiy,Moskva,Tsentral'nyj AO,Presnenskij,/moskva/ttk-severo-zapad-vneshnyaya-storona-s-yezd-na-zvenigorodskoye-shosse,3,6,720,360,TTK; Severo-zapad (vneshnjaja storona; s'ezd na Zvenigorodskoe shosse),94590,5,1410,7,53477415,Tsifrovoj bilbord,13512.86,213.5,1.917,0.03,18.0,6.71,264.1,259200.0,804.98,3.05,14400.0,11724.6,775881,66.18,18382.5,694.44,2.87,691.57,4411151.67,1021.25
Moskva279,/moskva/severo-vostochnyy-ao,Moskva,Severo-Vostochnyj AO,Severo-Vostochnyj AO,/moskva/altufyevskoye-shosse-v-tsentr-50-m-do-peresecheniya-s-ul-stantsionnaya,3,6,720,360,Altuf'evskoe shosse (v tsentr; 50 m. do peresechenija s ul. Stantsionnaja),82313,5,1410,7,53477415,Tsifrovoj bilbord,11759.0,185.79,1.668,0.026,18.0,6.71,264.1,259200.0,804.98,3.05,14400.0,13976.38,1423956,101.88,18382.5,694.44,3.3,691.15,3833860.0,1021.25
Moskva280,/moskva/severo-vostochnyy-ao,Moskva,Severo-Vostochnyj AO,Severo-Vostochnyj AO,/moskva/mira-v-tsentr-200-m-do-trts-zolotoy-vavilon,3,6,720,360,Mira (v tsentr; 200 m do TRTs ֲ«Zolotoj Vavilonֲ»),90036,5,1410,7,53477415,Tsifrovoj bilbord,12862.29,203.22,1.824,0.029,18.0,6.71,264.1,259200.0,804.98,3.05,14400.0,13976.38,1423956,101.88,18382.5,694.44,3.02,691.43,4196985.0,1021.25
Moskva281,/moskva/presnenskiy,Moskva,Tsentral'nyj AO,Presnenskij,/moskva/ttk-severo-zapad-vneshnyaya-storona-s-yezd-na-zvenigorodskoye-shosse-3,3,6,720,360,TTK; Severo-zapad (vneshnjaja storona; s'ezd na Zvenigorodskoe shosse),91587,5,1410,7,53477415,Tsifrovoj bilbord,13083.86,206.72,1.856,0.029,18.0,6.71,264.1,259200.0,804.98,3.05,14400.0,11724.6,775881,66.18,18382.5,694.44,2.96,691.48,4269901.67,1021.25
Moskva282,/moskva/yuzhnyy-ao,Moskva,Juzhnyj AO,Juzhnyj AO,/moskva/ttk-yug-vneshnyaya-storona-s-yezd-s-varshavskogo-shosse-3,3,6,720,360,TTK; Jug (vneshnjaja storona; s'ezd s Varshavskogo shosse),82313,5,1410,7,53477415,Tsifrovoj bilbord,11759.0,185.79,1.668,0.026,18.0,6.71,264.1,259200.0,804.98,3.05,14400.0,13548.64,1785343,131.77,18382.5,694.44,3.3,691.15,3833860.0,1021.25
Moskva283,/moskva/dorogomilovo,Moskva,Zapadnyj AO,Dorogomilovo,/moskva/ttk-zapad-vnutrennyaya-storona-150-m-do-s-yezda-na-kutuzovskiy-pr-t-3,3,6,720,360,TTK; Zapad (vnutrennjaja storona; 150 m do s'ezda na Kutuzovskij pr-t),94590,5,1410,7,53477415,Tsifrovoj bilbord,13512.86,213.5,1.917,0.03,18.0,6.71,264.1,259200.0,804.98,3.05,14400.0,9034.03,1382516,153.03,18382.5,694.44,2.87,691.57,4411151.67,1021.25
Moskva284,/moskva/severo-vostochnyy-ao,Moskva,Severo-Vostochnyj AO,Severo-Vostochnyj AO,/moskva/ttk-severo-vostok-vneshnyaya-storona-rizhskaya-estakada-400-m-do-s-yezda-na-pr-t-mira-3,3,6,720,360,TTK; Severo-vostok; vneshnjaja storona; Rizhskaja estakada; 400 m do s'ezda na pr-t Mira),90036,5,1410,7,53477415,Tsifrovoj bilbord,12862.29,203.22,1.824,0.029,18.0,6.71,264.1,259200.0,804.98,3.05,14400.0,13976.38,1423956,101.88,18382.5,694.44,3.02,691.43,4196985.0,1021.25
Moskva285,/moskva/yuzhnoportovyy,Moskva,Jugo-Vostochnyj AO,Juzhnoportovyj,/moskva/velozavodskaya-v-tsentr-peresecheniye-s-ttk,3,6,720,360,Velozavodskaja (v tsentr; peresechenie s TTK),66898,5,1410,7,53477415,Tsifrovoj bilbord,9556.86,151.0,1.356,0.021,18.0,6.71,264.1,259200.0,804.98,3.05,14400.0,11956.9,1405650,117.56,18382.5,694.44,4.06,690.39,3109068.33,1021.25
Moskva286,/moskva/dorogomilovo,Moskva,Zapadnyj AO,Dorogomilovo,/moskva/ttk-zapad-vneshnyaya-storona-200-m-posle-syezda-s-kutuzovskogo-pr-ta-storona-a,3,6,720,360,TTK; Zapad (vneshnjaja storona; 200 m posle s'ezda s Kutuzovskogo pr-ta; storona A),97667,5,1410,7,53477415,Tsifrovoj bilbord,13952.43,220.45,1.979,0.031,18.0,6.71,264.1,259200.0,804.98,3.05,14400.0,9034.03,1382516,153.03,18382.5,694.44,2.78,691.66,4555943.33,1021.25
Moskva287,/moskva/dorogomilovo,Moskva,Zapadnyj AO,Dorogomilovo,/moskva/ttk-zapad-vneshnyaya-storona-200-m-posle-syezda-s-kutuzovskogo-pr-ta-storona-b,3,6,720,360,TTK; Zapad (vneshnjaja storona; 200 m posle s'ezda s Kutuzovskogo pr-ta; storona B),94590,5,1410,7,53477415,Tsifrovoj bilbord,13512.86,213.5,1.917,0.03,18.0,6.71,264.1,259200.0,804.98,3.05,14400.0,9034.03,1382516,153.03,18382.5,694.44,2.87,691.57,4411151.67,1021.25
Moskva288,/moskva/voykovskiy,Moskva,Severnyj AO,Vojkovskij,/moskva/leningradskoye-shosse-20-1-admirala-makarova,5,15,930,300,Leningradskoe shosse; 20/1 - Admirala Makarova,234422,5,1440,7,53477615,Tsifrovoj supersajt,33488.86,529.12,4.651,0.073,75.0,15.81,622.5,279000.0,977.19,1.57,3720.0,10346.02,1176611,113.73,283996.88,694.44,17.89,676.55,10455339.58,3786.62
Moskva289,/moskva/ramenki,Moskva,Zapadnyj AO,Ramenki,/moskva/minskaya-pri-dvizhenii-ot-kutuzovskogo-pr-ta,5,15,930,300,Minskaja (pri dvizhenii ot Kutuzovskogo pr-ta),192831,5,1440,7,53477615,Tsifrovoj supersajt,27547.29,435.25,3.826,0.06,75.0,15.81,622.5,279000.0,977.19,1.57,3720.0,9034.03,1382516,153.03,283996.88,694.44,21.75,672.69,8499714.58,3786.62
Moskva290,/moskva/presnenskiy,Moskva,Tsentral'nyj AO,Presnenskij,/moskva/ttk-bryanskiy-post,5,15,930,300,TTK; Brjanskij post,296927,5,1440,7,53477615,Tsifrovoj supersajt,42418.14,670.21,5.891,0.093,75.0,15.81,622.5,279000.0,977.19,1.57,3720.0,11724.6,775881,66.18,283996.88,694.44,14.12,680.32,13394714.58,3786.62
Moskva291,/moskva/khoroshevskiy,Moskva,Severnyj AO,Horoshevskij,/moskva/ttk-rozanova,5,15,930,300,TTK; Rozanova,296927,5,1440,7,53477615,Tsifrovoj supersajt,42418.14,670.21,5.891,0.093,75.0,15.81,622.5,279000.0,977.19,1.57,3720.0,10346.02,1176611,113.73,283996.88,694.44,14.12,680.32,13394714.58,3786.62
Moskva292,/moskva/severo-vostochnyy-ao,Moskva,Severo-Vostochnyj AO,Severo-Vostochnyj AO,/moskva/ttk-sushchevskiy-val-75-rizhskiy-vokzal,5,15,930,300,TTK; Suschevskij val 75 (Rizhskij vokzal),296927,5,1440,7,53477615,Tsifrovoj supersajt,42418.14,670.21,5.891,0.093,75.0,15.81,622.5,279000.0,977.19,1.57,3720.0,13976.38,1423956,101.88,283996.88,694.44,14.12,680.32,13394714.58,3786.62
Moskva293,/moskva/dorogomilovo,Moskva,Zapadnyj AO,Dorogomilovo,/moskva/ttk-s-yezd-s-kutuzovskogo-prospekta-na-ttk-450-m,5,15,930,300,TTK; S'ezd s Kutuzovskogo prospekta na TTK; 450 m,296927,5,1440,7,53477615,Tsifrovoj supersajt,42418.14,670.21,5.891,0.093,75.0,15.81,622.5,279000.0,977.19,1.57,3720.0,9034.03,1382516,153.03,283996.88,694.44,14.12,680.32,13394714.58,3786.62
