article,lvl2,main,up,location,href,meter_1,meter_2,pix_1,pix_2,name,in_rub,hronometraz,v_sutki,dney,anonce_code,anonce
Moskva216,/moskva/severnyy-ao,Moskva,Severnyj AO,Severnyj AO,/moskva/stantsiya-mtsk-baltiyskaya,1.2,1.8,320,448,Stantsija MTsK "Baltijskaja",67704,5,1170,30,55564215,Tsifrovoj siti-format
Moskva217,/moskva/izmaylovo,Moskva,Vostochnyj AO,Izmajlovo,/moskva/stantsiya-mtsk-izmaylovo,1.2,1.8,320,448,Stantsija MTsK "Izmajlovo",52088,5,1170,30,55564215,Tsifrovoj siti-format
Moskva218,/moskva/golyanovo,Moskva,Vostochnyj AO,Gol'janovo,/moskva/stantsiya-mtsk-lokomotiv,1.2,1.8,320,448,Stantsija MTsK "Lokomotiv",52088,5,1170,30,55564215,Tsifrovoj siti-format
Moskva219,/moskva/khoroshevo-mnevniki,Moskva,Severo-Zapadnyj AO,Horoshevo-Mnevniki,/moskva/stantsiya-mtsk-khoroshevo,1.2,1.8,320,448,Stantsija MTsK "Horoshevo",52088,5,1170,30,55564215,Tsifrovoj siti-format
Moskva220,/moskva/presnenskiy,Moskva,Tsentral'nyj AO,Presnenskij,/moskva/stantsiya-mtsk-delovoy-tsentr,1.2,1.8,320,448,Stantsija MTsK "Delovoj tsentr",67704,5,1170,30,55564215,Tsifrovoj siti-format
Moskva221,/moskva/severo-vostochnyy-ao,Moskva,Severo-Vostochnyj AO,Severo-Vostochnyj AO,/moskva/stantsiya-mtsk-rostokino,1.2,1.8,320,448,Stantsija MTsK "Rostokino",67704,5,1170,30,55564215,Tsifrovoj siti-format
Moskva222,/moskva/yuzhnyy-ao,Moskva,Juzhnyj AO,Juzhnyj AO,/moskva/stantsiya-mtsk-avtozavodskaya,1.2,1.8,320,448,Stantsija MTsK "Avtozavodskaja",52088,5,1170,30,55564215,Tsifrovoj siti-format
Moskva223,/moskva/timiryazevskiy,Moskva,Severnyj AO,Timirjazevskij,/moskva/stantsiya-mtsk-okruzhnaya,1.2,1.8,320,448,Stantsija MTsK "Okruzhnaja",52088,5,1170,30,55564215,Tsifrovoj siti-format
Moskva224,/moskva/vostochnyy-ao,Moskva,Vostochnyj AO,Vostochnyj AO,/moskva/stantsiya-mtsk-bulvar-rokossovskogo,1.2,1.8,320,448,Stantsija MTsK "Bul'var Rokossovskogo",47925,5,1170,30,55564215,Tsifrovoj siti-format
Moskva225,/moskva/severnyy-ao,Moskva,Severnyj AO,Severnyj AO,/moskva/stantsiya-mtsk-koptevo,1.2,1.8,320,448,Stantsija MTsK "Koptevo",52088,5,1170,30,55564215,Tsifrovoj siti-format
Moskva226,/moskva/yugo-vostochnyy-ao,Moskva,Jugo-Vostochnyj AO,Jugo-Vostochnyj AO,/moskva/stantsiya-mtsk-nizhegorodskaya,1.2,1.8,320,448,Stantsija MTsK "Nizhegorodskaja",52088,5,1170,30,55564215,Tsifrovoj siti-format
Moskva227,/moskva/severnyy-ao,Moskva,Severnyj AO,Severnyj AO,/moskva/stantsiya-mtsk-likhobory,1.2,1.8,320,448,Stantsija MTsK "Lihobory",47925,5,1170,30,55564215,Tsifrovoj siti-format
Moskva228,/moskva/yuzhnoportovyy,Moskva,Jugo-Vostochnyj AO,Juzhnoportovyj,/moskva/stantsiya-mtsk-dubrovka,1.2,1.8,320,448,Stantsija MTsK "Dubrovka",52088,5,1170,30,55564215,Tsifrovoj siti-format
Moskva229,/moskva/yuzhnyy-ao,Moskva,Juzhnyj AO,Juzhnyj AO,/moskva/stantsiya-mtsk-verkhniye-kotly,1.2,1.8,320,448,Stantsija MTsK "Verhnie kotly",47925,5,1170,30,55564215,Tsifrovoj siti-format
Moskva230,/moskva/yuzhnyy-ao,Moskva,Juzhnyj AO,Juzhnyj AO,/moskva/stantsiya-mtsk-krymskaya,1.2,1.8,320,448,Stantsija MTsK "Krymskaja",52088,5,1170,30,55564215,Tsifrovoj siti-format
Moskva231,/moskva/perovo,Moskva,Vostochnyj AO,Perovo,/moskva/stantsiya-mtsk-andronovka,1.2,1.8,320,448,Stantsija MTsK "Andronovka",47925,5,1170,30,55564215,Tsifrovoj siti-format
Moskva232,/moskva/sokol,Moskva,Severnyj AO,Sokol,/moskva/stantsiya-mtsk-panfilovskaya,1.2,1.8,320,448,Stantsija MTsK "Panfilovskaja",47925,5,1170,30,55564215,Tsifrovoj siti-format
Moskva233,/moskva/presnenskiy,Moskva,Tsentral'nyj AO,Presnenskij,/moskva/stantsiya-mtsk-shelepikha,1.2,1.8,320,448,Stantsija MTsK "Shelepiha",52088,5,1170,30,55564215,Tsifrovoj siti-format
Moskva234,/moskva/shchukino,Moskva,Severo-Zapadnyj AO,Schukino,/moskva/stantsiya-mtsk-streshnevo,1.2,1.8,320,448,Stantsija MTsK "Streshnevo",47925,5,1170,30,55564215,Tsifrovoj siti-format
Moskva235,/moskva/sokolinaya-gora,Moskva,Vostochnyj AO,Sokolinaja Gora,/moskva/stantsiya-mtsk-sokolinaya-gora,1.2,1.8,320,448,Stantsija MTsK "Sokolinaja gora",47925,5,1170,30,55564215,Tsifrovoj siti-format
Moskva236,/moskva/yugo-vostochnyy-ao,Moskva,Jugo-Vostochnyj AO,Jugo-Vostochnyj AO,/moskva/stantsiya-mtsk-ugreshskaya,1.2,1.8,320,448,Stantsija MTsK "Ugreshskaja",47925,5,1170,30,55564215,Tsifrovoj siti-format
Moskva237,/moskva/khoroshevskiy,Moskva,Severnyj AO,Horoshevskij,/moskva/stantsiya-mtsk-zorge,1.2,1.8,320,448,Stantsija MTsK "Zorge",47925,5,1170,30,55564215,Tsifrovoj siti-format
Moskva238,/moskva/yuzhnyy-ao,Moskva,Juzhnyj AO,Juzhnyj AO,/moskva/stantsiya-mtsk-zil,1.2,1.8,320,448,Stantsija MTsK "ZIL",47925,5,1170,30,55564215,Tsifrovoj siti-format
Moskva239,/moskva/yugo-vostochnyy-ao,Moskva,Jugo-Vostochnyj AO,Jugo-Vostochnyj AO,/moskva/stantsiya-mtsk-novokhokhlovskaya,1.2,1.8,320,448,Stantsija MTsK "Novohohlovskaja",47925,5,1170,30,55564215,Tsifrovoj siti-format
Moskva240,/moskva/presnenskiy,Moskva,Tsentral'nyj AO,Presnenskij,/moskva/1905-goda-27-7-v-tsentr-150-m-do-s-yezda-na-ul-sergeya-makeyeva,3,6,720,360,1905 goda; 27/7 (v tsentr; 150 m do s'ezda na ul. Sergeja Makeeva),76153,5,1410,7,53477415,Tsifrovoj bilbord
Moskva241,/moskva/presnenskiy,Moskva,Tsentral'nyj AO,Presnenskij,/moskva/1905-goda-iz-tsentra-100-m-do-s-yezda-na-ttk,3,6,720,360,1905 goda (iz tsentra; 100 m do s'ezda na TTK),76153,5,1410,7,53477415,Tsifrovoj bilbord
Moskva242,/moskva/severo-vostochnyy-ao,Moskva,Severo-Vostochnyj AO,Severo-Vostochnyj AO,/moskva/altufyevskoye-shosse-44-storona-a,3,6,720,360,Altuf'evskoe shosse; 44 (storona A),82313,5,1410,7,53477415,Tsifrovoj bilbord
Moskva243,/moskva/severo-vostochnyy-ao,Moskva,Severo-Vostochnyj AO,Severo-Vostochnyj AO,/moskva/altufyevskoye-shosse-44-storona-b,3,6,720,360,Altuf'evskoe shosse; 44 (storona B),74567,5,1410,7,53477415,Tsifrovoj bilbord
Moskva244,/moskva/yuzhnyy-ao,Moskva,Juzhnyj AO,Juzhnyj AO,/moskva/varshavskoye-shosse-v-tsentr-700-m-do-peresecheniya-s-kashirskim-shosse,3,6,720,360,Varshavskoe shosse (v tsentr; 700 m do peresechenija s Kashirskim shosse),82313,5,1410,7,53477415,Tsifrovoj bilbord
Moskva245,/moskva/yuzhnyy-ao,Moskva,Juzhnyj AO,Juzhnyj AO,/moskva/varshavskoye-shosse-1-v-tsentr-50-m-do-s-yezda-na-ttk,3,6,720,360,Varshavskoe shosse; 1 (v tsentr; 50 m do s'ezda na TTK),82313,5,1410,7,53477415,Tsifrovoj bilbord
Moskva246,/moskva/yugo-vostochnyy-ao,Moskva,Jugo-Vostochnyj AO,Jugo-Vostochnyj AO,/moskva/volgogradskiy-23-13-v-tsentr-500-m-do-s-yezda-na-ul-talalikhina-storona-a,3,6,720,360,Volgogradskij 23/13 (v tsentr; 500 m do s'ezda na ul. Talalihina; storona A),82313,5,1410,7,53477415,Tsifrovoj bilbord
Moskva247,/moskva/yugo-vostochnyy-ao,Moskva,Jugo-Vostochnyj AO,Jugo-Vostochnyj AO,/moskva/volgogradskiy-23-13-v-tsentr-500-m-do-s-yezda-na-ul-talalikhina-storona-b,3,6,720,360,Volgogradskij 23/13 (v tsentr; 500 m do s'ezda na ul. Talalihina; storona B),74567,5,1410,7,53477415,Tsifrovoj bilbord
Moskva248,/moskva/yugo-vostochnyy-ao,Moskva,Jugo-Vostochnyj AO,Jugo-Vostochnyj AO,/moskva/volgogradskiy-iz-tsentra-peresecheniye-s-ttk,3,6,720,360,Volgogradskij (iz tsentra; peresechenie s TTK),82313,5,1410,7,53477415,Tsifrovoj bilbord
Moskva249,/moskva/severo-zapadnyy-ao,Moskva,Severo-Zapadnyj AO,Severo-Zapadnyj AO,/moskva/volokolamskoye-shosse-v-tsentr-peresecheniye-s-ul-svobody,3,6,720,360,Volokolamskoe shosse (v tsentr; peresechenie s ul. Svobody),90036,5,1410,7,53477415,Tsifrovoj bilbord
Moskva250,/moskva/severo-zapadnyy-ao,Moskva,Severo-Zapadnyj AO,Severo-Zapadnyj AO,/moskva/volokolamskoye-shosse-v-tsentr-100-m-do-s-yezda-na-ul-akademika-kurchatova,3,6,720,360,Volokolamskoe shosse (v tsentr; 100 m do s'ezda na ul. Akademika Kurchatova),90036,5,1410,7,53477415,Tsifrovoj bilbord
Moskva251,/moskva/severnyy-ao,Moskva,Severnyj AO,Severnyj AO,/moskva/dmitrovskoye-shosse-58-v-tsentr,3,6,720,360,Dmitrovskoe shosse; 58 (v tsentr),82313,5,1410,7,53477415,Tsifrovoj bilbord
Moskva252,/moskva/khoroshevo-mnevniki,Moskva,Severo-Zapadnyj AO,Horoshevo-Mnevniki,/moskva/zvenigorodskoye-shosse-iz-tsentra-700-m-do-peresecheniya-s-ul-mnevniki-storona-a,3,6,720,360,Zvenigorodskoe shosse (iz tsentra; 700 m do peresechenija s ul. Mnevniki; storona A),82313,5,1410,7,53477415,Tsifrovoj bilbord
Moskva253,/moskva/khoroshevo-mnevniki,Moskva,Severo-Zapadnyj AO,Horoshevo-Mnevniki,/moskva/zvenigorodskoye-shosse-iz-tsentra-700-m-do-peresecheniya-s-ul-mnevniki-storona-b,3,6,720,360,Zvenigorodskoe shosse (iz tsentra; 700 m do peresechenija s ul. Mnevniki; storona B),82313,5,1410,7,53477415,Tsifrovoj bilbord
Moskva254,/moskva/yuzhnyy-ao,Moskva,Juzhnyj AO,Juzhnyj AO,/moskva/kashirskoye-shosse-78-iz-tsentra-storona-a,3,6,720,360,Kashirskoe shosse; 78 (iz tsentra; storona A),82313,5,1410,7,53477415,Tsifrovoj bilbord
Moskva255,/moskva/yuzhnyy-ao,Moskva,Juzhnyj AO,Juzhnyj AO,/moskva/kashirskoye-shosse-78-iz-tsentra-storona-b,3,6,720,360,Kashirskoe shosse; 78 (iz tsentra; storona B),74567,5,1410,7,53477415,Tsifrovoj bilbord
Moskva256,/moskva/voykovskiy,Moskva,Severnyj AO,Vojkovskij,/moskva/leningradskoye-shosse-16a-iz-tsentra-peresecheniye-s-ul-admirala-makarova-storona-a,3,6,720,360,Leningradskoe shosse; 16A (iz tsentra; peresechenie s ul. Admirala Makarova; storona A),90036,5,1410,7,53477415,Tsifrovoj bilbord
Moskva257,/moskva/voykovskiy,Moskva,Severnyj AO,Vojkovskij,/moskva/leningradskoye-shosse-16a-iz-tsentra-peresecheniye-s-ul-admirala-makarova-storona-b,3,6,720,360,Leningradskoe shosse; 16A (iz tsentra; peresechenie s ul. Admirala Makarova; storona B),82313,5,1410,7,53477415,Tsifrovoj bilbord
Moskva258,/moskva/severo-vostochnyy-ao,Moskva,Severo-Vostochnyj AO,Severo-Vostochnyj AO,/moskva/mira-v-tsentr-300-m-do-s-yezda-na-rizhskuyu-pl-storona-a,3,6,720,360,Mira (v tsentr; 300 m do s'ezda na Rizhskuju pl.; storona A),90036,5,1410,7,53477415,Tsifrovoj bilbord
Moskva259,/moskva/severo-vostochnyy-ao,Moskva,Severo-Vostochnyj AO,Severo-Vostochnyj AO,/moskva/mira-v-tsentr-300-m-do-s-yezda-na-rizhskuyu-pl-storona-b,3,6,720,360,Mira (v tsentr; 300 m do s'ezda na Rizhskuju pl.; storona B),82313,5,1410,7,53477415,Tsifrovoj bilbord
Moskva260,/moskva/severo-vostochnyy-ao,Moskva,Severo-Vostochnyj AO,Severo-Vostochnyj AO,/moskva/mira-98-1-iz-tsentra-200-m-do-s-yezda-na-ul-2-ya-mytishchinskaya,3,6,720,360,Mira; 98/1 (iz tsentra; 200 m do s'ezda na ul. 2-ja Mytischinskaja),90036,5,1410,7,53477415,Tsifrovoj bilbord
Moskva261,/moskva/yugo-vostochnyy-ao,Moskva,Jugo-Vostochnyj AO,Jugo-Vostochnyj AO,/moskva/ryazanskiy-iz-tsentra-100-m-do-trts-gorod-na-ryazanke,3,6,720,360,Rjazanskij (iz tsentra; 100 m do TRTs "Gorod na Rjazanke"),82313,5,1410,7,53477415,Tsifrovoj bilbord
Moskva262,/moskva/krasnoselskiy,Moskva,Tsentral'nyj AO,Krasnosel'skij,/moskva/ttk-vostok-vnutrennyaya-storona-500-m-do-s-yezda-na-ul-bakuninskaya,3,6,720,360,TTK; Vostok (vnutrennjaja storona; 500 m do s'ezda na ul. Bakuninskaja),91587,5,1410,7,53477415,Tsifrovoj bilbord
Moskva263,/moskva/presnenskiy,Moskva,Tsentral'nyj AO,Presnenskij,/moskva/ttk-zapad-vneshnyaya-storona-500-m-do-st-metro-delovoy-tsentr,3,6,720,360,TTK; Zapad (vneshnjaja storona; 500 m do st. metro Delovoj tsentr),94679,5,1410,7,53477415,Tsifrovoj bilbord
Moskva264,/moskva/dorogomilovo,Moskva,Zapadnyj AO,Dorogomilovo,/moskva/ttk-zapad-vneshnyaya-storona-s-yezd-na-kutuzovskiy-pr-t,3,6,720,360,TTK; Zapad (vneshnjaja storona; s'ezd na Kutuzovskij pr-t),94590,5,1410,7,53477415,Tsifrovoj bilbord
Moskva265,/moskva/dorogomilovo,Moskva,Zapadnyj AO,Dorogomilovo,/moskva/ttk-zapad-vnutrennyaya-storona-150-m-do-s-yezda-na-kutuzovskiy-pr-t,3,6,720,360,TTK; Zapad (vnutrennjaja storona; 150 m do s'ezda na Kutuzovskij pr-t),94590,5,1410,7,53477415,Tsifrovoj bilbord
Moskva266,/moskva/severo-vostochnyy-ao,Moskva,Severo-Vostochnyj AO,Severo-Vostochnyj AO,/moskva/ttk-severo-vostok-vneshnyaya-storona-rizhskaya-estakada-400-m-do-s-yezda-na-pr-t-mira,3,6,720,360,TTK; Severo-vostok (vneshnjaja storona; Rizhskaja estakada; 400 m do s'ezda na pr-t Mira),94590,5,1410,7,53477415,Tsifrovoj bilbord
Moskva267,/moskva/yuzhnyy-ao,Moskva,Juzhnyj AO,Juzhnyj AO,/moskva/ttk-yug-vneshnyaya-storona-s-yezd-na-ul-trofimova,3,6,720,360,TTK; Jug (vneshnjaja storona; s'ezd na ul. Trofimova),91587,5,1410,7,53477415,Tsifrovoj bilbord
Moskva268,/moskva/yuzhnyy-ao,Moskva,Juzhnyj AO,Juzhnyj AO,/moskva/ttk-yug-vneshnyaya-storona-s-yezd-s-varshavskogo-shosse,3,6,720,360,TTK; Jug (vneshnjaja storona; s'ezd s Varshavskogo shosse),91587,5,1410,7,53477415,Tsifrovoj bilbord
Moskva269,/moskva/khamovniki,Moskva,Tsentral'nyj AO,Hamovniki,/moskva/ttk-yugo-zapad-vnutrennyaya-250-m-do-peresecheniya-s-novodevichyey-naberezhnoy-storona-a,3,6,720,360,TTK; Jugo-Zapad (vnutrennjaja; 250 m do peresechenija s Novodevich'ej naberezhnoj; storona A),94590,5,1410,7,53477415,Tsifrovoj bilbord
Moskva270,/moskva/khamovniki,Moskva,Tsentral'nyj AO,Hamovniki,/moskva/ttk-yugo-zapad-vnutrennyaya-250-m-do-peresecheniya-s-novodevichyey-naberezhnoy-storona-b,3,6,720,360,TTK; Jugo-Zapad (vnutrennjaja; 250 m do peresechenija s Novodevich'ej naberezhnoj; storona B),90036,5,1410,7,53477415,Tsifrovoj bilbord
Moskva271,/moskva/khamovniki,Moskva,Tsentral'nyj AO,Hamovniki,/moskva/ttk-yugo-zapad-vnutrennyaya-300-m-do-st-mtsk-luzhniki-storona-a,3,6,720,360,TTK; Jugo-Zapad (vnutrennjaja; 300 m do st. MTsK Luzhniki; storona A),94590,5,1410,7,53477415,Tsifrovoj bilbord
Moskva272,/moskva/khamovniki,Moskva,Tsentral'nyj AO,Hamovniki,/moskva/ttk-yugo-zapad-vnutrennyaya-300-m-do-st-mtsk-luzhniki-storona-b,3,6,720,360,TTK; Jugo-Zapad (vnutrennjaja; 300 m do st. MTsK Luzhniki; storona B),90036,5,1410,7,53477415,Tsifrovoj bilbord
Moskva273,/moskva/severo-vostochnyy-ao,Moskva,Severo-Vostochnyj AO,Severo-Vostochnyj AO,/moskva/sheremetyevskaya-16-iz-tsentra-250-m-do-tts-kapitoliy,3,6,720,360,Sheremet'evskaja; 16 (iz tsentra; 250 m do TTs "Kapitolij"),66898,5,1410,7,53477415,Tsifrovoj bilbord
Moskva274,/moskva/preobrazhenskoye,Moskva,Vostochnyj AO,Preobrazhenskoe,/moskva/shchelkovskoye-shosse-v-tsentr-peresecheniye-s-okruzhnym-pr-dom-150-m-do-st-mtsk-lokomotiv-storona-a,3,6,720,360,Schelkovskoe shosse (v tsentr; peresechenie s Okruzhnym pr-dom; 150 m do st. MTsK "Lokomotiv"; storona A),82313,5,1410,7,53477415,Tsifrovoj bilbord
Moskva275,/moskva/preobrazhenskoye,Moskva,Vostochnyj AO,Preobrazhenskoe,/moskva/shchelkovskoye-shosse-v-tsentr-peresecheniye-s-okruzhnym-pr-dom-150-m-do-st-mtsk-lokomotiv-storona-b,3,6,720,360,Schelkovskoe shosse (v tsentr; peresechenie s Okruzhnym pr-dom; 150 m do st. MTsK "Lokomotiv"; storona B),79242,5,1410,7,53477415,Tsifrovoj bilbord
Moskva276,/moskva/sokolinaya-gora,Moskva,Vostochnyj AO,Sokolinaja Gora,/moskva/entuziastov-shosse-23-14-v-tsentr-700-m-do-s-yezda-na-pr-d-entuziastov,3,6,720,360,Entuziastov shosse; 23/14 (v tsentr; 700 m do s'ezda na pr-d Entuziastov),82313,5,1410,7,53477415,Tsifrovoj bilbord
Moskva277,/moskva/yugo-vostochnyy-ao,Moskva,Jugo-Vostochnyj AO,Jugo-Vostochnyj AO,/moskva/entuziastov-shosse-iz-tsentra-600-m-do-s-yezda-na-ttk,3,6,720,360,Entuziastov shosse (iz tsentra; 600 m do s'ezda na TTK),82313,5,1410,7,53477415,Tsifrovoj bilbord
Moskva278,/moskva/presnenskiy,Moskva,Tsentral'nyj AO,Presnenskij,/moskva/ttk-severo-zapad-vneshnyaya-storona-s-yezd-na-zvenigorodskoye-shosse,3,6,720,360,TTK; Severo-zapad (vneshnjaja storona; s'ezd na Zvenigorodskoe shosse),94590,5,1410,7,53477415,Tsifrovoj bilbord
Moskva279,/moskva/severo-vostochnyy-ao,Moskva,Severo-Vostochnyj AO,Severo-Vostochnyj AO,/moskva/altufyevskoye-shosse-v-tsentr-50-m-do-peresecheniya-s-ul-stantsionnaya,3,6,720,360,Altuf'evskoe shosse (v tsentr; 50 m. do peresechenija s ul. Stantsionnaja),82313,5,1410,7,53477415,Tsifrovoj bilbord
Moskva280,/moskva/severo-vostochnyy-ao,Moskva,Severo-Vostochnyj AO,Severo-Vostochnyj AO,/moskva/mira-v-tsentr-200-m-do-trts-zolotoy-vavilon,3,6,720,360,Mira (v tsentr; 200 m do TRTs «Zolotoj Vavilon»),90036,5,1410,7,53477415,Tsifrovoj bilbord
Moskva281,/moskva/presnenskiy,Moskva,Tsentral'nyj AO,Presnenskij,/moskva/ttk-severo-zapad-vneshnyaya-storona-s-yezd-na-zvenigorodskoye-shosse-3,3,6,720,360,TTK; Severo-zapad (vneshnjaja storona; s'ezd na Zvenigorodskoe shosse),91587,5,1410,7,53477415,Tsifrovoj bilbord
Moskva282,/moskva/yuzhnyy-ao,Moskva,Juzhnyj AO,Juzhnyj AO,/moskva/ttk-yug-vneshnyaya-storona-s-yezd-s-varshavskogo-shosse-3,3,6,720,360,TTK; Jug (vneshnjaja storona; s'ezd s Varshavskogo shosse),82313,5,1410,7,53477415,Tsifrovoj bilbord
Moskva283,/moskva/dorogomilovo,Moskva,Zapadnyj AO,Dorogomilovo,/moskva/ttk-zapad-vnutrennyaya-storona-150-m-do-s-yezda-na-kutuzovskiy-pr-t-3,3,6,720,360,TTK; Zapad (vnutrennjaja storona; 150 m do s'ezda na Kutuzovskij pr-t),94590,5,1410,7,53477415,Tsifrovoj bilbord
Moskva284,/moskva/severo-vostochnyy-ao,Moskva,Severo-Vostochnyj AO,Severo-Vostochnyj AO,/moskva/ttk-severo-vostok-vneshnyaya-storona-rizhskaya-estakada-400-m-do-s-yezda-na-pr-t-mira-3,3,6,720,360,TTK; Severo-vostok; vneshnjaja storona; Rizhskaja estakada; 400 m do s'ezda na pr-t Mira),90036,5,1410,7,53477415,Tsifrovoj bilbord
Moskva285,/moskva/yuzhnoportovyy,Moskva,Jugo-Vostochnyj AO,Juzhnoportovyj,/moskva/velozavodskaya-v-tsentr-peresecheniye-s-ttk,3,6,720,360,Velozavodskaja (v tsentr; peresechenie s TTK),66898,5,1410,7,53477415,Tsifrovoj bilbord
Moskva286,/moskva/dorogomilovo,Moskva,Zapadnyj AO,Dorogomilovo,/moskva/ttk-zapad-vneshnyaya-storona-200-m-posle-syezda-s-kutuzovskogo-pr-ta-storona-a,3,6,720,360,TTK; Zapad (vneshnjaja storona; 200 m posle s'ezda s Kutuzovskogo pr-ta; storona A),97667,5,1410,7,53477415,Tsifrovoj bilbord
Moskva287,/moskva/dorogomilovo,Moskva,Zapadnyj AO,Dorogomilovo,/moskva/ttk-zapad-vneshnyaya-storona-200-m-posle-syezda-s-kutuzovskogo-pr-ta-storona-b,3,6,720,360,TTK; Zapad (vneshnjaja storona; 200 m posle s'ezda s Kutuzovskogo pr-ta; storona B),94590,5,1410,7,53477415,Tsifrovoj bilbord
Moskva288,/moskva/voykovskiy,Moskva,Severnyj AO,Vojkovskij,/moskva/leningradskoye-shosse-20-1-admirala-makarova,5,15,930,300,Leningradskoe shosse; 20/1 - Admirala Makarova,234422,5,1440,7,53477615,Tsifrovoj supersajt
Moskva289,/moskva/ramenki,Moskva,Zapadnyj AO,Ramenki,/moskva/minskaya-pri-dvizhenii-ot-kutuzovskogo-pr-ta,5,15,930,300,Minskaja (pri dvizhenii ot Kutuzovskogo pr-ta),192831,5,1440,7,53477615,Tsifrovoj supersajt
Moskva290,/moskva/presnenskiy,Moskva,Tsentral'nyj AO,Presnenskij,/moskva/ttk-bryanskiy-post,5,15,930,300,TTK; Brjanskij post,296927,5,1440,7,53477615,Tsifrovoj supersajt
Moskva291,/moskva/khoroshevskiy,Moskva,Severnyj AO,Horoshevskij,/moskva/ttk-rozanova,5,15,930,300,TTK; Rozanova,296927,5,1440,7,53477615,Tsifrovoj supersajt
Moskva292,/moskva/severo-vostochnyy-ao,Moskva,Severo-Vostochnyj AO,Severo-Vostochnyj AO,/moskva/ttk-sushchevskiy-val-75-rizhskiy-vokzal,5,15,930,300,TTK; Suschevskij val 75 (Rizhskij vokzal),296927,5,1440,7,53477615,Tsifrovoj supersajt
Moskva293,/moskva/dorogomilovo,Moskva,Zapadnyj AO,Dorogomilovo,/moskva/ttk-s-yezd-s-kutuzovskogo-prospekta-na-ttk-450-m,5,15,930,300,TTK; S'ezd s Kutuzovskogo prospekta na TTK; 450 m,296927,5,1440,7,53477615,Tsifrovoj supersajt
Moskva300,/moskovskaya-oblast/putilkovo,Rossija,Moskovskaja oblast',Moskva,/moskva/mkad-71-y-km-trts-veypark-gipermarket-okey-storona-a,5,15,930,300,MKAD (71-j km TRTs "Vejpark"; gipermarket "O'kej"; storona A),400000,5,16560,30,53477615,Tsifrovoj supersajt
Moskva301,/moskovskaya-oblast/putilkovo,Rossija,Moskovskaja oblast',Moskva,/moskva/mkad-71-y-km-trts-veypark-gipermarket-okey-storona-b,5,15,930,300,MKAD (71-j km TRTs "Vejpark"; gipermarket "O'kej"; storona B),350000,5,16560,30,53477615,Tsifrovoj supersajt
Moskva302,/moskovskaya-oblast,Rossija,Moskovskaja oblast',Moskva,/moskva/novorizhskoye-shosse-22-y-km-storona-a,5,15,930,300,Novorizhskoe shosse (22-j km; storona A),350000,5,16560,30,53477615,Tsifrovoj supersajt
Moskva303,/moskovskaya-oblast,Rossija,Moskovskaja oblast',Moskva,/moskva/novorizhskoye-shosse-22-y-km-storona-b,5,15,930,300,Novorizhskoe shosse (22-j km; storona B),300000,5,16560,30,53477615,Tsifrovoj supersajt
Moskva311,/moskovskaya-oblast/novoivanovskoye,Rossija,Moskovskaja oblast',Moskva,/moskva/minskoye-shosse-16-km,5,15,940,320,Minskoe shosse 16 km,98000,5,1370,14,53477615,Tsifrovoj supersajt
Moskva312,/moskovskaya-oblast/khimki,Rossija,Moskovskaja oblast',Moskva,/moskva/yubileynyy-druzhby,7.68,6.72,480,420,Jubilejnyj - Druzhby,28868,5,1370,14,53477615,Tsifrovoj supersajt
Moskva313,/moskovskaya-oblast/shchelkovo,Rossija,Moskovskaja oblast',Moskva,/moskva/33km-shchelkovskogo-shosse-vl-8,4,7,676,384,33km Schelkovskogo shosse vl.8,9500,10,288,7,53477215,Svetodiodnyj ekran
Moskva314,/moskovskaya-oblast/shchelkovo,Rossija,Moskovskaja oblast',Moskva,/moskva/talsinskaya-59-1,3,5,480,288,Talsinskaja 59/1,8438,10,320,7,53477215,Svetodiodnyj ekran
Moskva315,/moskovskaya-oblast,Rossija,Moskovskaja oblast',Moskva,/moskva/trudovaya-25a,2,3,320,192,Trudovaja; 25A,7000,10,320,7,53477215,Svetodiodnyj ekran
Moskva316,/moskva/golyanovo,Moskva,Vostochnyj AO,Gol'janovo,/moskva/shchelkovskoye-shosse-vl-1,3,6,576,288,Schelkovskoe shosse; vl.1.,10625,10,320,7,53477215,Svetodiodnyj ekran
Moskva317,/moskovskaya-oblast/shchelkovo,Rossija,Moskovskaja oblast',Moskva,/moskva/tsentralnaya-74-shchelkovskoye-shosse,3,4,400,300,Tsentral'naja; 74 (Schelkovskoe shosse),8438,10,288,7,53477215,Svetodiodnyj ekran
Moskva318,/moskovskaya-oblast,Rossija,Moskovskaja oblast',Moskva,/moskva/sovetskiy-2a-trts-gagarin,4.03,7.68,1600,840,Sovetskij; 2A (TRTs "Gagarin"),12000,10,216,14,53477215,Svetodiodnyj ekran
Moskva319,/moskovskaya-oblast/zhukovskiy,Rossija,Moskovskaja oblast',Moskva,/moskva/gagarina-71,6.8,4.5,640,480,Gagarina; 71,12302,10,320,7,53477215,Svetodiodnyj ekran
Moskva320,/moskovskaya-oblast/kolomna,Rossija,Moskovskaja oblast',Moskva,/moskva/golutvin-tk-aysberg,6.4,4.7,640,480,Golutvin (TK "Ajsberg"),13923,10,240,7,53477215,Svetodiodnyj ekran
Moskva321,/moskovskaya-oblast/kolomna,Rossija,Moskovskaja oblast',Moskva,/moskva/ploshchad-sovetskaya-dom-torgovli,8,6,640,480,Ploschad' Sovetskaja (Dom Torgovli),12628,10,240,7,53477215,Svetodiodnyj ekran
